股票代码,股票简称,流通市值,最新价,最新涨跌幅,所属同花顺行业,行业概念,事件概念,交易概念
601985.SH,中国核电,1138.56,6.04,3.602,公用事业-电力-新能源发电,"绿色电力,核电,新能源","一带一路,地方国资改革,央企国资改革","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,中字头股票,MSCI,证金持股,富时罗素股"
000818.SZ,航锦科技,218.07,32.22,3.601,基础化工-化学原料-氯碱,"GPU,卫星导航,环氧丙烷,盐酸,氢能源,5G,集成电路,烧碱,液氯,燃料电池,TDI,芯片","金改,地方国资改革,军工","深股通,富时罗素,创投,融资融券,转融券标的,股权转让,标普道琼斯A股,富时罗素股"
002219.SZ,恒康医疗,130.69,4.03,3.599,医药生物-医疗服务-其他医疗服务,"中医药,单抗",民营医院,"摘帽,送转填权"
002591.SZ,恒大高新,17.51,8.08,3.590,基础化工-化学制品-其他化学制品,"光伏,噪声防治,绿色电力,垃圾分类,节能环保,超超临界发电,广告营销,文化传媒,富媒体","军工,百度,王者荣耀,腾讯,抖音,智慧城市",创投
002172.SZ,澳洋健康,31.24,4.04,3.590,医药生物-医疗服务-其他医疗服务,"医美,基因测序,辅助生殖,口罩,冷链物流,基因疗法,MicroLED,工业大麻","健康中国,三胎,民营医院",
603559.SH,中通国脉,15.31,10.68,3.589,通信-通信服务-通信服务Ⅲ,"5G,数据中心",,"融资融券,转融券标的"
688108.SH,赛诺医疗,17.6,6.07,3.584,医药生物-医疗器械-医疗耗材,医疗器械,专精特新,"融资融券,转融券标的"
002346.SZ,柘中股份,55.92,14.17,3.582,电力设备-电力设备-输变电设备,"锂电池,体育产业",,"参股银行,创投"
600804.SH,ST鹏博士,48.32,3.47,3.582,通信-通信服务-通信服务Ⅲ,"超清视频,物联网,光纤光缆,云办公,在线教育,智能家居,云计算,电子信息,5G,数据中心,边缘计算,大数据,虚拟运营商,VPN,云游戏,5G运营商,光纤","王者荣耀,腾讯,华为,数字中国,智慧城市","ST板块,富时罗素股,标普道琼斯A股"
300606.SZ,金太阳,14.79,12.73,3.580,机械设备-通用设备-磨具磨料,"工业母机,新材料,高端装备,口罩",,"送转填权,创业板重组松绑"
300381.SZ,溢多利,45.52,9.55,3.579,医药生物-化学制药-原料药,"燃料乙醇,饲料,辅助生殖,工业大麻",,
002867.SZ,周大生,141.19,13.03,3.577,轻工制造-家用轻工-饰品,"小额贷款,奢侈品,黄金,电子商务",,"深股通,养老金持股,富时罗素,创投,标普道琼斯A股,富时罗素股"
002362.SZ,汉王科技,31.73,15.35,3.576,计算机-计算机应用-软件开发,"在线教育,口罩,人脑工程,空气净化,PM2.5,机器人,机器视觉,虹膜识别,人工智能,人脸识别,跨境电商,指纹技术,人机交互,互联网银行,基因测序,图像识别,触摸屏,电子纸,电子书,智能汽车,电子信息,芯片","比亚迪,反恐,智慧政务,华为鲲鹏,数字中国,华为,数字经济,电子身份证,中科院系,疫情监测",
600866.SH,星湖科技,42.86,5.80,3.571,基础化工-化学制品-食品及饲料添加剂,"生物医药,饲料,调味品",地方国资改革,
603739.SH,蔚蓝生物,32.67,15.09,3.569,基础化工-化学制品-食品及饲料添加剂,"动物疫苗,幽门螺杆菌,化肥,保健品,CRO",,
002795.SZ,永和智控,21.06,8.71,3.567,机械设备-通用设备-金属制品,医疗器械,民营医院,人民币贬值受益
600027.SH,华电国际,355.15,4.36,3.563,公用事业-电力-火电,"风电,绿色电力,新能源","电力改革,地方国资改革,央企国资改革","富时罗素,央企控股,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,证金持股,富时罗素股"
603324.SH,盛剑环境,15.46,35.19,3.561,环保-环保-环保设备,"节能环保,集成电路","宁德时代,中芯国际,华为",
000409.SZ,云鼎科技,25.96,6.40,3.560,计算机-计算机应用-IT服务,"卫星导航,工业互联网",地方国资改革,参股新三板
300857.SZ,协创数据,28.87,20.37,3.559,电子-消费电子-消费电子零部件及组装,"物联网,智能音箱,消费电子,车联网,网络游戏,机器人,芯片","联想,小米,腾讯",
300854.SZ,中兰环保,4.84,19.50,3.558,环保-环保-固废治理,"生物质能发电,固废处理,垃圾发电,绿色电力,节能环保,土壤修复",碳中和,"新股与次新股,融资融券,转融券标的,注册制次新股"
600468.SH,百利电气,53.84,4.95,3.557,电力设备-电力设备-输变电设备,"智能电网,太赫兹,超导,稀有金属,芯片","地方国资改革,军工",
600197.SH,伊力特,131.91,27.95,3.557,食品饮料-饮料制造-白酒,白酒,"大消费,地方国资改革","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,富时罗素股"
300024.SZ,机器人,162.62,10.79,3.551,机械设备-自动化设备-机器人,"口罩,增强现实,养老,医疗机器人,机器人,人工智能,轨道交通,工业互联网,激光,服务机器人,航空航天,人机交互,换电,工业机器人,3D打印,电梯,高端装备,智能制造,集成电路,智能物流,医疗器械,职业教育","工业4.0,军工,特斯拉,宁德时代,专精特新,国产替代,中科院系,央企国资改革","深股通,富时罗素,融资融券,转融券标的,富时罗素股,参股保险"
002083.SZ,孚日股份,42.48,5.25,3.550,纺织服装-纺织制造-棉纺,"口罩,托育服务,电子商务","冬奥会,军工,一带一路,地方国资改革,三胎,外贸受益","股权转让,创投,富时罗素股,人民币贬值受益"
688056.SH,莱伯泰科,9.32,36.47,3.549,机械设备-仪器仪表-仪器仪表Ⅲ,,,"融资融券,转融券标的"
603729.SH,龙韵股份,13.08,14.01,3.548,传媒-传媒-广告营销,"广告营销,文化传媒",抖音,摘帽
000985.SZ,大庆华科,19.69,15.19,3.545,石油石化-石油加工贸易-石油加工,聚丙烯,"油品改革,地方国资改革,两桶油改革,央企国资改革",半年报预增
301212.SZ,联盛化学,8.53,33.31,3.544,基础化工-化学制品-其他化学制品,"草地贪夜蛾防治,锂电池,消毒剂,可降解塑料","外贸受益,抗艾滋病,新冠治疗","新股与次新股,人民币贬值受益,注册制次新股,融资融券,转融券标的"
002073.SZ,软控股份,73.69,7.89,3.543,机械设备-专用设备-其他专用设备,"工业互联网,知识产权保护,电子标签,新材料,服务机器人,机器人,电子信息,现代服务业,TMT","工业4.0,宁德时代","融资融券,转融券标的,证金持股"
600242.SH,*ST中昌,7.94,1.76,3.529,传媒-传媒-广告营销,"文化传媒,广告营销,数字营销,大数据","抖音,谷歌,facebook,腾讯,网红经济,阿里巴巴",ST板块
002183.SZ,怡亚通,146.79,6.16,3.529,交通运输-物流-物流Ⅲ,"REITs,供应链金融,乳业,小额再贷款,新型烟草,白酒,啤酒,电子商务,小额贷款,现代服务业,大数据","新零售,油价下调,京东,乡村振兴,健康中国,国产操作系统,地方国资改革,农村电商,社区团购,统一大市场","深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
300299.SZ,富春股份,37.98,5.87,3.527,传媒-传媒-游戏,"IP,影视娱乐,5G,大数据,网络游戏,文化传媒,手机游戏","郭台铭,数字中国,智慧党建,抖音,智慧城市","融资融券,转融券标的"
002193.SZ,如意集团,16.86,6.46,3.526,纺织服装-服装家纺-服装,,新零售,
300913.SZ,兆龙互连,7.83,17.04,3.524,通信-通信设备-通信线缆及配套,5G,,"融资融券,转融券标的,送转填权"
605388.SH,均瑶健康,22.76,16.16,3.523,食品饮料-饮料制造-软饮料,"乳业,幽门螺杆菌","三胎,大消费",
001219.SZ,青岛食品,5.94,20.58,3.521,食品饮料-食品加工制造-休闲食品,"休闲零食,电子商务","大消费,地方国资改革","核准制次新股,新股与次新股"
002307.SZ,北新路桥,67.43,6.18,3.518,建筑装饰-建筑装饰-基础建设,"基建工程,融资租赁,公路建设,铁路基建","PPP,一带一路,地方国资改革","融资融券,转融券标的,参股新三板"
300446.SZ,乐凯新材,22.67,11.49,3.514,电子-电子化学品-电子化学品Ⅲ,新材料,"地方国资改革,华为,央企国资改革",摘帽
300063.SZ,天龙集团,23.56,3.83,3.514,传媒-传媒-广告营销,"松脂,数字营销,节能环保,职业教育,广告营销,文化传媒","快手,百度,腾讯,网红经济,抖音","创业板重组松绑,独角兽"
600620.SH,天宸股份,74.92,10.91,3.510,综合-综合-综合Ⅲ,"光伏,养老,HJT电池,智能物流",民营医院,"融资融券,转融券标的"
300503.SZ,昊志机电,29.54,13.57,3.509,机械设备-通用设备-其他通用设备,"高端装备,减速器,3D玻璃,工业母机,机器人,燃料电池","工业4.0,富士康,专精特新",创业板重组松绑
003032.SZ,传智教育,23.81,14.46,3.508,社会服务-教育-教育Ⅲ,"职业教育,在线教育","鸿蒙,华为","深股通,半年报预增"
300292.SZ,吴通控股,39.35,3.55,3.499,通信-通信服务-通信服务Ⅲ,"数字货币,移动支付,物联网,虚拟数字人,新能源汽车,数字营销,智能路由器,5G,无人驾驶,跨境电商,文化传媒,车联网,电子商务,汽车热管理,汽车电子,富媒体,光纤","新基建,微信小程序,抖音,宽带中国","富时罗素,富时罗素股"
000757.SZ,浩物股份,24.23,4.74,3.493,交运设备-汽车服务-汽车服务Ⅲ,"新能源汽车,节能环保,空气净化,二手车,疫苗存储",比亚迪,
600716.SH,凤凰股份,44.37,4.74,3.493,房地产-房地产开发-住宅开发,养老,地方国资改革,"融资融券,转融券标的,参股券商"
002458.SZ,益生股份,60.14,8.89,3.492,农林牧渔-养殖业-畜禽养殖,"乳业,家禽养殖,猪肉,养鸡",,"深股通,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
002148.SZ,北纬科技,22.77,5.04,3.491,房地产-房地产开发-产业地产,"物联网,虚拟运营商,动漫,云通信,芯片,电子信息,手机游戏,TMT",抖音,"创投,融资融券,转融券标的,参股新三板,北交所"
688210.SH,统联精密,5.6,23.43,3.489,电子-消费电子-消费电子零部件及组装,,,"新股与次新股,融资融券,转融券标的,科创次新股"
603976.SH,正川股份,35.44,23.44,3.488,医药生物-医疗器械-医疗耗材,"疫苗存储,医疗器械",,
603717.SH,天域生态,22.4,7.72,3.485,建筑装饰-建筑装饰-装饰园林,"锂电池,光伏,园林开发,六氟磷酸锂,猪肉","PPP,美丽中国,特色小镇",
688699.SH,明微电子,32.78,95.10,3.482,电子-半导体及元件-集成电路设计,"MiniLED,集成电路,芯片",专精特新,"融资融券,转融券标的,沪股通"
603042.SH,华脉科技,16.53,10.42,3.476,通信-通信设备-通信线缆及配套,"物联网,光纤光缆,F5G,数据中心,5G,边缘计算,WiFi 6",,"融资融券,转融券标的"
603358.SH,华达科技,85.09,19.38,3.470,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,集成电路,胎压监测,一体化压铸,汽车制造","工业4.0,宁德时代,中芯国际,特斯拉",标普道琼斯A股
002765.SZ,蓝黛科技,45.21,10.14,3.469,电子-光学光电子-面板,"新能源汽车,机器人,虚拟现实,触摸屏","比亚迪,军工,华为汽车",
300941.SZ,创识科技,18.05,21.18,3.469,计算机-计算机设备-计算机设备Ⅲ,"移动支付,数字货币","鸿蒙,冬奥会","融资融券,转融券标的,送转填权"
002188.SZ,巴士在线,14.38,5.97,3.466,房地产-房地产服务-房地产服务Ⅲ,"物业管理,文化传媒",,"壳资源,摘帽"
300597.SZ,吉大通信,18.64,8.37,3.461,通信-通信服务-通信服务Ⅲ,"5G,边缘计算,高校",军工,
300641.SZ,正丹股份,29.28,5.98,3.460,基础化工-化学制品-其他化学制品,新材料,,创业板重组松绑
300320.SZ,海达股份,60.59,12.27,3.457,基础化工-化工合成材料-其他橡胶制品,"轨道交通,光伏,新能源汽车,高端装备,大飞机,北汽新能源,汽车制造,光伏建筑一体化","蔚来汽车,恒大,特斯拉,理想汽车,新基建",
600502.SH,安徽建工,98.11,5.70,3.448,建筑装饰-建筑装饰-基础建设,"抽水蓄能,装配式建筑,节水灌溉,绿色电力,水利","三农,乡村振兴,一带一路,地方国资改革,新型城镇化,PPP","富时罗素,债转股(AMC),融资融券,转融券标的,沪股通,标普道琼斯A股,富时罗素股"
300907.SZ,康平科技,8.09,21.90,3.448,电力设备-电力设备-电机,新能源汽车,外贸受益,"融资融券,转融券标的,人民币贬值受益"
002786.SZ,银宝山新,34.14,6.91,3.443,机械设备-专用设备-其他专用设备,"5G,一体化压铸,新能源汽车,口罩","工业4.0,比亚迪,宁德时代,华为汽车,华为,央企国资改革",债转股(AMC)
600107.SH,美尔雅,22.72,6.31,3.443,纺织服装-服装家纺-服装,,,"壳资源,融资融券,转融券标的,期货,互联网期货"
002144.SZ,宏达高科,13.28,9.63,3.437,纺织服装-纺织制造-其他纺织,"新能源汽车,互联网金融,医疗器械",比亚迪,
600520.SH,文一科技,16.7,10.54,3.435,机械设备-专用设备-其他专用设备,"芯片封装测试,工业机器人,集成电路,机器人,芯片",,
002738.SZ,中矿资源,370.74,87.66,3.434,有色金属-小金属-其他小金属,"锂电池,锂电原料,锂矿,铁矿石,金属铜","稀缺资源,一带一路,特斯拉","深股通,半年报预增,融资融券,转融券标的,MSCI"
600797.SH,浙大网新,68.13,6.63,3.432,计算机-计算机应用-IT服务,"人工智能,人力资源服务,区块链底层,服务外包,数据中心,互联网医疗,基建工程,碳海绵,电子政务,虚拟电厂,区块链,大数据,电子信息,云计算,脑科学","蚂蚁金服,国产操作系统,国产软件,央企国资改革,阿里巴巴,智慧城市","融资融券,转融券标的,半年报预增,股权转让"
300782.SZ,卓胜微,422.24,100.45,3.429,电子-半导体及元件-集成电路设计,"卫星导航,物联网,5G,WiFi 6,射频器,芯片","小米,华为","深股通,融资融券,转融券标的,送转填权,MSCI"
002747.SZ,埃斯顿,208.45,26.58,3.424,机械设备-自动化设备-机器人,"雷达,人工智能,农机,工业互联网,工业机器人,智能制造,机器人","工业4.0,宁德时代","深股通,富时罗素,融资融券,转融券标的,富时罗素股"
300168.SZ,万达信息,111.1,9.37,3.422,计算机-计算机应用-IT服务,"家庭医生,虚拟数字人,在线教育,智能交通,数据中心,网络安全,互联网医疗,安防,养老,智能医疗,区块链,DRG/DIP,数据交易中心,融资租赁,云计算","智慧政务,健康中国,电子身份证,华为,国产软件,数字乡村,数字中国,疫情监测,智慧城市","深股通,富时罗素,融资融券,转融券标的,MSCI,富时罗素股"
600290.SH,ST华仪,18.39,2.42,3.419,电力设备-电力设备-输变电设备,"智能电网,风电,小额贷款,新能源",,"创投,ST板块"
002354.SZ,天娱数科,53.31,3.63,3.419,传媒-传媒-游戏,"元宇宙,IP,影视娱乐,虚拟数字人,电子竞技,互联网金融,大数据,网络游戏,文化传媒,手机游戏","东数西算（算力）,抖音,快手,数字经济",富时罗素股
603598.SH,引力传媒,21.88,8.17,3.418,传媒-传媒-广告营销,"元宇宙,影视娱乐,虚拟数字人,数字营销,文化传媒","网易,快手,拼多多,网红经济,抖音",
688046.SH,药康生物,14.34,33.59,3.418,医药生物-医疗服务-医疗研发外包,,,"新股与次新股,融资融券,转融券标的,科创次新股"
300845.SZ,捷安高科,9.75,13.95,3.410,计算机-计算机设备-计算机设备Ⅲ,"职业教育,数字孪生,虚拟现实,轨道交通","国产软件,军工",
300435.SZ,中泰股份,50.84,16.39,3.407,公用事业-燃气-燃气Ⅲ,"氢能源,节能环保,煤化工,天然气","一带一路,俄乌冲突",
600358.SH,国旅联合,29.13,5.77,3.405,传媒-传媒-广告营销,"虚拟现实,电子竞技,VR直播,网络直播,体育产业,旅游,广告营销,文化传媒,互联网彩票","大消费,地方国资改革",央企控股
